matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1254116,Shubman Gill,48.0,48.0,48.0,1.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,48.0,2.0,1.0,0,51.0,,0,,0,,51.0
1254116,Venkatesh Iyer,63.0,44.0,41.0,3.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,,,,,,,,,,Batsmen,63.0,6.0,4.0,8,81.0,,0,,0,,81.0
1254117,AS Raut,32.0,27.0,27.0,1.0,3.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,32.0,2.0,3.0,0,37.0,,0,,0,,37.0
1254117,EJG Morgan,4.0,8.0,8.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,4.0,,,0,4.0,,0,,0,,4.0
1254117,F du Plessis,90.0,61.0,61.0,3.0,7.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,90.0,6.0,7.0,8,111.0,,0,,0,,111.0
1254117,KD Karthik,9.0,7.0,7.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,9.0,2.0,,0,11.0,,0,,0,,11.0
1254117,LH Ferguson,21.0,13.0,10.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,26.0,24.0,56.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,14.0,Bowler,21.0,2.0,,0,23.0,,-6,0.0,0,-6.0,17.0
1254117,MM Ali,38.0,20.0,20.0,3.0,2.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,AllRounder,38.0,6.0,2.0,0,46.0,,0,,0,,46.0
1254117,N Rana,0.0,1.0,1.0,,,2.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254117,RA Tripathi,2.0,3.0,3.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254117,RV Uthappa,32.0,16.0,16.0,3.0,,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,32.0,6.0,,0,38.0,,0,,0,,38.0
1254117,SP Narine,3.0,3.0,2.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,2.0,25.0,24.0,26.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,6.5,Bowler,3.0,,,0,3.0,50.0,0,0.0,0,50.0,53.0
1254117,Shakib Al Hasan,1.0,2.0,2.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,18.0,18.0,34.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,11.333333333333334,Bowler,1.0,,,0,1.0,,-6,0.0,0,-6.0,-5.0
1254117,Shivam Mavi,21.0,14.0,13.0,2.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,1.0,24.0,24.0,32.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,8.0,Bowler,21.0,4.0,1.0,0,26.0,25.0,0,0.0,0,25.0,51.0
1254117,Shubman Gill,54.0,46.0,46.0,,6.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,54.0,,6.0,8,68.0,,0,,0,,68.0
1254117,Venkatesh Iyer,50.0,32.0,32.0,3.0,5.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,6.0,6.0,6.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,6.0,Batsmen,50.0,6.0,5.0,8,69.0,,2,0.0,0,2.0,71.0
1254088,TA Boult,,,,,,,,,,1.0,24.0,24.0,30.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,7.5,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254088,Umran Malik,,,,,,,,,,1.0,25.0,25.0,48.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,11.52,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254093,AS Yadav,,,,,,,,,,,12.0,12.0,17.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,8.5,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254093,JDS Neesham,,,,,,,,,,3.0,24.0,24.0,12.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,3.0,Bowler,,,,0,,75.0,6,0.0,0,81.0,81.0
1254093,JJ Bumrah,,,,,,,,,,2.0,25.0,24.0,14.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,3.5,Bowler,,,,0,,50.0,6,0.0,0,56.0,56.0
1254093,KA Pollard,,,,,,,,,,,12.0,12.0,9.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,4.5,Bowler,,,,0,,,4,0.0,0,4.0,4.0
1254093,NM Coulter Nile,,,,,,,,,,4.0,24.0,24.0,14.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,3.5,Bowler,,,,0,,100.0,6,0.0,8,114.0,114.0
1254093,TA Boult,,,,,,,,,,,26.0,25.0,24.0,0.0,1st innings,Rajasthan Royals,Mumbai Indians,5.76,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254094,Arshdeep Singh,,,,,,,,,,2.0,25.0,24.0,36.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,9.0,Bowler,,,,0,,50.0,-2,0.0,0,48.0,48.0
1254094,CJ Jordan,,,,,,,,,,2.0,19.0,18.0,20.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,6.666666666666667,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254094,DL Chahar,,,,,,,,,,1.0,27.0,24.0,48.0,0.0,2nd innings,Punjab Kings,Chennai Super Kings,12.0,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254094,H Brar,,,,,,,,,,,26.0,24.0,22.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,5.5,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254094,Josh Hazlewood,,,,,,,,,,,18.0,18.0,22.0,0.0,2nd innings,Punjab Kings,Chennai Super Kings,7.333333333333333,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254094,Mohammed Shami,,,,,,,,,,1.0,23.0,22.0,18.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,4.909090909090909,Bowler,,,,0,,25.0,4,0.0,0,29.0,29.0
1254094,R Bishnoi,,,,,,,,,,1.0,25.0,24.0,25.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,6.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254094,SN Thakur,,,,,,,,,,3.0,18.0,18.0,28.0,0.0,2nd innings,Punjab Kings,Chennai Super Kings,9.333333333333334,Bowler,,,,0,,75.0,-2,0.0,0,73.0,73.0
1254095,HV Patel,,,,,,,,,,3.0,25.0,24.0,33.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,8.25,Bowler,,,,0,,75.0,0,0.0,0,75.0,75.0
1254095,M Siraj,,,,,,,,,,,19.0,19.0,17.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,5.368421052631579,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254095,P Kumar,,,,,,,,,,1.0,24.0,24.0,25.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,6.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254095,S Kaul,,,,,,,,,,1.0,24.0,24.0,24.0,1.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,6.0,Bowler,,,,0,,25.0,2,8.0,0,35.0,35.0
1254095,Umran Malik,,,,,,,,,,1.0,24.0,24.0,21.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,5.25,Bowler,,,,0,,25.0,2,0.0,0,27.0,27.0
1254095,YS Chahal,,,,,,,,,,1.0,24.0,24.0,27.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,6.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254101,A Nortje,,,,,,,,,,2.0,25.0,24.0,25.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,6.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254101,AR Patel,,,,,,,,,,1.0,24.0,24.0,39.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,9.75,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1254101,Avesh Khan,,,,,,,,,,,26.0,24.0,32.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,8.0,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254101,Dan Christian,,,,,,,,,,1.0,12.0,12.0,19.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,9.5,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1254101,George Garton,,,,,,,,,,,19.0,18.0,21.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,7.0,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254101,HV Patel,,,,,,,,,,1.0,27.0,24.0,34.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,8.5,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254101,K Rabada,,,,,,,,,,,24.0,24.0,37.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,9.25,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254101,M Siraj,,,,,,,,,,2.0,24.0,24.0,27.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,6.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254101,R Ashwin,,,,,,,,,,,6.0,6.0,11.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,11.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1254101,YS Chahal,,,,,,,,,,1.0,24.0,24.0,34.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,8.5,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254106,LH Ferguson,,,,,,,,,,3.0,24.0,24.0,18.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,4.5,Bowler,,,,0,,75.0,4,0.0,0,79.0,79.0
1254106,SP Narine,,,,,,,,,,,24.0,24.0,31.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,7.75,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254106,Shakib Al Hasan,,,,,,,,,,1.0,6.0,6.0,1.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,1.0,Bowler,,,,0,,25.0,6,0.0,0,31.0,31.0
1254106,Shivam Mavi,,,,,,,,,,4.0,19.0,19.0,21.0,1.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,6.631578947368421,Bowler,,,,0,,100.0,0,8.0,8,116.0,116.0
1254106,Varun Chakravarthy,,,,,,,,,,1.0,24.0,24.0,14.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,3.5,Bowler,,,,0,,25.0,6,0.0,0,31.0,31.0
1254110,A Nortje,,,,,,,,,,1.0,26.0,24.0,41.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,10.25,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1254110,Avesh Khan,,,,,,,,,,1.0,26.0,24.0,36.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,9.0,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1254110,DJ Bravo,,,,,,,,,,1.0,13.0,11.0,20.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,10.909090909090908,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1254110,DL Chahar,,,,,,,,,,1.0,20.0,19.0,34.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,10.736842105263158,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1254110,Josh Hazlewood,,,,,,,,,,1.0,24.0,24.0,27.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,6.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254110,SN Thakur,,,,,,,,,,2.0,24.0,24.0,13.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,3.25,Bowler,,,,0,,50.0,6,0.0,0,56.0,56.0
1254114,A Nortje,,,,,,,,,,1.0,24.0,24.0,31.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,7.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254114,Avesh Khan,,,,,,,,,,1.0,25.0,25.0,48.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,11.52,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254114,DJ Bravo,,,,,,,,,,1.0,20.0,19.0,31.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,9.789473684210526,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1254114,DL Chahar,,,,,,,,,,,19.0,18.0,26.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,8.666666666666666,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254114,Josh Hazlewood,,,,,,,,,,2.0,24.0,24.0,29.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,7.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254114,K Rabada,,,,,,,,,,,18.0,18.0,23.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,7.666666666666667,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254114,R Ashwin,,,,,,,,,,,12.0,12.0,19.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,9.5,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254114,RA Jadeja,,,,,,,,,,1.0,18.0,18.0,23.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,7.666666666666667,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254115,George Garton,,,,,,,,,,,18.0,18.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,9.666666666666666,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254115,LH Ferguson,,,,,,,,,,2.0,25.0,25.0,31.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,7.44,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254115,M Siraj,,,,,,,,,,2.0,24.0,24.0,19.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,4.75,Bowler,,,,0,,50.0,4,0.0,0,54.0,54.0
1254115,Shivam Mavi,,,,,,,,,,,28.0,24.0,41.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,10.25,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1254115,Varun Chakravarthy,,,,,,,,,,,24.0,24.0,21.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,5.25,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254115,YS Chahal,,,,,,,,,,2.0,24.0,24.0,17.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,4.25,Bowler,,,,0,,50.0,4,0.0,0,54.0,54.0
1254116,A Nortje,,,,,,,,,,2.0,25.0,24.0,31.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,7.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254116,Avesh Khan,,,,,,,,,,1.0,24.0,24.0,22.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,5.5,Bowler,,,,0,,25.0,2,0.0,0,27.0,27.0
1254116,K Rabada,,,,,,,,,,2.0,26.0,24.0,24.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,6.0,Bowler,,,,0,,50.0,2,0.0,0,52.0,52.0
1254116,LH Ferguson,,,,,,,,,,1.0,24.0,24.0,26.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,6.5,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254116,R Ashwin,,,,,,,,,,2.0,24.0,23.0,27.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,7.043478260869565,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254116,Shivam Mavi,,,,,,,,,,1.0,25.0,24.0,27.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,6.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254116,Varun Chakravarthy,,,,,,,,,,2.0,25.0,24.0,26.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,6.5,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254117,DJ Bravo,,,,,,,,,,1.0,24.0,24.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,7.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254117,DL Chahar,,,,,,,,,,1.0,25.0,25.0,32.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,7.68,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254117,Josh Hazlewood,,,,,,,,,,2.0,26.0,25.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,6.96,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254117,RA Jadeja,,,,,,,,,,2.0,25.0,24.0,37.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,9.25,Bowler,,,,0,,50.0,-2,0.0,0,48.0,48.0
1254117,SN Thakur,,,,,,,,,,3.0,29.0,24.0,38.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,9.5,Bowler,,,,0,,75.0,-2,0.0,0,73.0,73.0
1254117,Varun Chakravarthy,,,,,,,,,,,25.0,24.0,38.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,9.5,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
